ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1803779	1.85e-04	2.62e-05	-4.589903	2.440576	-0.5765957	338827683	AP2A2	adaptor related protein complex 2 alpha 2 subunit
ILMN_1730907	1.48e-04	1.99e-05	-4.669198	2.439064	-0.4319104	282847405	ZFAND1	zinc finger AN1-type containing 1
ILMN_1695461	1.69e-04	2.35e-05	4.62099	2.437522	0.4760439	125987582	PTPRA	protein tyrosine phosphatase, receptor type A
ILMN_2401155	1.44e-04	1.92e-05	-4.680031	2.43632	-0.3160958	66932908	PUM1	pumilio RNA binding family member 1
ILMN_1700202	1.81e-04	2.56e-05	-4.597063	2.435518	-0.4737586	281182570	TMEM135	transmembrane protein 135
ILMN_1716093	1.50e-04	2.01e-05	-4.66592	2.433083	-0.425619	195972865	KRT10	keratin 10
ILMN_1704195	1.61e-04	2.21e-05	-4.638739	2.432058	-0.3395782	63175653	FUK	fucokinase
ILMN_1811972	1.44e-04	1.92e-05	-4.678984	2.429669	-0.314207	291190786	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase
ILMN_1726222	1.40e-04	1.84e-05	4.691253	2.428079	0.4449644	94538361	FLOT2	flotillin 2
ILMN_1756669	1.46e-04	1.95e-05	-4.67587	2.421786	-0.3548825	930425323	POGK	pogo transposable element with KRAB domain
ILMN_1669584	1.75e-04	2.45e-05	-4.610045	2.413774	-0.4585367	212549550	ILF3	interleukin enhancer binding factor 3
ILMN_1751195	1.50e-04	2.02e-05	-4.665323	2.41311	-0.3943366	NA		
ILMN_1702073	1.86e-04	2.65e-05	-4.586925	2.410892	-0.6708008	296179396	ODF2L	outer dense fiber of sperm tails 2 like
ILMN_1683447	1.47e-04	1.97e-05	-4.672654	2.410276	-0.5038147	NA		
ILMN_1784847	1.82e-04	2.57e-05	-4.596048	2.409785	-0.5905433	253735740	CREBZF	CREB/ATF bZIP transcription factor
ILMN_2365549	1.48e-04	1.98e-05	-4.6703	2.404118	-0.3314984	51173721	BRPF1	bromodomain and PHD finger containing 1
ILMN_1768534	1.48e-04	1.99e-05	-4.670003	2.400539	-0.5795557	197276631	BHLHE40	basic helix-loop-helix family member e40
ILMN_1767661	1.61e-04	2.21e-05	4.639744	2.398643	0.4131472	NA		
ILMN_2151056	1.62e-04	2.23e-05	-4.636753	2.396366	-0.4154012	209969689	BORCS7	BLOC-1 related complex subunit 7
ILMN_2118229	1.95e-04	2.79e-05	-4.571439	2.396095	-0.9873685	170932480	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
ILMN_1732176	1.86e-04	2.64e-05	4.587947	2.396058	0.4654482	68835055	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
ILMN_1784602	1.49e-04	2.00e-05	4.667809	2.394528	0.5936122	310832422	CDKN1A	cyclin dependent kinase inhibitor 1A
ILMN_1778136	1.69e-04	2.35e-05	4.621788	2.392368	0.8698626	392841200	ZMYND15	zinc finger MYND-type containing 15
ILMN_1743570	1.56e-04	2.11e-05	4.652467	2.388818	0.7969427	574957130	CEACAM3	carcinoembryonic antigen related cell adhesion molecule 3
ILMN_1806304	1.61e-04	2.20e-05	4.640811	2.385652	0.4151541	347543761	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
ILMN_1743711	1.62e-04	2.22e-05	-4.637595	2.381158	-0.3698838	NA		
ILMN_2413572	1.59e-04	2.17e-05	4.644934	2.377177	0.4332595	254028231	MARK2	microtubule affinity regulating kinase 2
ILMN_1652753	1.85e-04	2.62e-05	-4.590684	2.376927	-0.5052717	392513657	PAAF1	proteasomal ATPase associated factor 1
ILMN_1716276	1.57e-04	2.12e-05	-4.6507	2.37687	-0.6927812	612339365	CCL4L1	C-C motif chemokine ligand 4 like 1
ILMN_1743456	1.77e-04	2.49e-05	-4.605005	2.376604	-0.4436682	88900496	ZCCHC14	zinc finger CCHC-type containing 14
ILMN_1656274	1.68e-04	2.34e-05	-4.62333	2.375499	-0.3302461	149274632	PRPF38A	pre-mRNA processing factor 38A
ILMN_1803279	1.51e-04	2.04e-05	-4.662576	2.374286	-0.2705504	282165813	TMED5	transmembrane p24 trafficking protein 5
ILMN_1757343	1.52e-04	2.05e-05	-4.660223	2.3667	-0.4689534	208431834	PABPC4	poly(A) binding protein cytoplasmic 4
ILMN_2259119	1.57e-04	2.14e-05	4.648809	2.36434	0.3965045	557878712	PRMT2	protein arginine methyltransferase 2
ILMN_1769671	1.56e-04	2.12e-05	-4.651891	2.364256	-0.3668371	116805325	RYK	receptor-like tyrosine kinase
ILMN_1757660	1.85e-04	2.62e-05	-4.590459	2.360562	-0.4572342	815891216	CAPS	calcyphosine
ILMN_1814200	1.94e-04	2.77e-05	4.574182	2.354252	0.5692289	38787934	BMP2K	BMP2 inducible kinase
ILMN_1691575	1.55e-04	2.09e-05	-4.65539	2.350224	-0.3199956	503773970	SNX2	sorting nexin 2
ILMN_1749838	1.57e-04	2.14e-05	-4.649076	2.347649	-0.3150191	37622340	MZF1	myeloid zinc finger 1
ILMN_1712431	1.56e-04	2.11e-05	-4.65253	2.34386	-0.5541624	526479833	PCED1B	PC-esterase domain containing 1B
ILMN_1759436	1.56e-04	2.11e-05	-4.653252	2.343509	-0.371072	401709925	NOSIP	nitric oxide synthase interacting protein
ILMN_1757627	2.02e-04	2.91e-05	-4.559649	2.337833	-0.6039344	37594445	ZMYND19	zinc finger MYND-type containing 19
ILMN_1760174	1.67e-04	2.31e-05	-4.626963	2.336903	-0.4019542	647568697	MCCC1	methylcrotonoyl-CoA carboxylase 1
ILMN_1652650	1.67e-04	2.32e-05	-4.625356	2.332015	-0.5761167	215490005	SH3KBP1	SH3 domain containing kinase binding protein 1
ILMN_1718042	1.99e-04	2.86e-05	-4.565068	2.331055	-0.6493331	313151216	ZNF549	zinc finger protein 549
ILMN_2170814	2.02e-04	2.91e-05	4.559766	2.329927	1.66837	156627583	LAMP3	lysosomal associated membrane protein 3
ILMN_1700168	2.06e-04	2.99e-05	-4.551749	2.323172	-0.5472113	41352689	LARS2	leucyl-tRNA synthetase 2, mitochondrial
ILMN_2370464	1.97e-04	2.83e-05	-4.567519	2.322623	-0.5063895	402534567	ATRIP	ATR interacting protein
ILMN_1661346	1.58e-04	2.15e-05	-4.646614	2.322184	-0.5931584	NA		
ILMN_1801776	2.07e-04	3.01e-05	4.550162	2.321692	1.2730735	683523953	PSG9	pregnancy specific beta-1-glycoprotein 9
ILMN_2410540	1.58e-04	2.16e-05	-4.645574	2.320946	-0.309761	320461578	CASP2	caspase 2
ILMN_1734833	1.60e-04	2.18e-05	4.642678	2.319509	0.5228428	67189763	NBN	nibrin
ILMN_1673548	2.01e-04	2.90e-05	4.560931	2.319418	1.1777643	156151365	LGALSL	galectin like
ILMN_1677919	1.64e-04	2.25e-05	4.633967	2.318128	0.4284165	545688746	GMPR2	guanosine monophosphate reductase 2
ILMN_2405078	1.59e-04	2.18e-05	4.643142	2.314248	0.4277795	51243030	OSBPL8	oxysterol binding protein like 8
ILMN_1716730	1.74e-04	2.43e-05	-4.612262	2.314083	-0.4397999	229089128	BOD1	biorientation of chromosomes in cell division 1
ILMN_1787628	1.59e-04	2.17e-05	-4.64446	2.313971	-0.4213798	343183410	NOP56	NOP56 ribonucleoprotein
ILMN_1806818	1.83e-04	2.58e-05	-4.59463	2.313432	-0.4974533	394582092	MCM3	minichromosome maintenance complex component 3
ILMN_1657011	1.77e-04	2.48e-05	-4.605585	2.311714	-0.6112615	NA		
ILMN_1660079	1.61e-04	2.21e-05	-4.639558	2.307263	-0.279498	42718018	RNF44	ring finger protein 44
ILMN_1782938	2.08e-04	3.02e-05	-4.548874	2.301047	-0.7548633	221139821	SLC16A10	solute carrier family 16 member 10
ILMN_1776640	1.65e-04	2.27e-05	4.631187	2.298307	0.9057529	172072641	MPL	MPL proto-oncogene, thrombopoietin receptor
ILMN_1658798	1.85e-04	2.61e-05	4.591225	2.296584	0.7811588	304434525	MEGF9	multiple EGF like domains 9
ILMN_1779376	1.64e-04	2.25e-05	4.634028	2.295615	0.4076181	225903415	GSK3B	glycogen synthase kinase 3 beta
ILMN_1674768	1.88e-04	2.67e-05	-4.584301	2.291646	-0.3931515	156231038	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2
ILMN_1669394	1.75e-04	2.45e-05	-4.609015	2.287101	-0.3650885	NA		
ILMN_2365881	1.70e-04	2.37e-05	-4.619256	2.285172	-0.3967987	124256477	ATG16L1	autophagy related 16 like 1
ILMN_1784948	2.06e-04	2.99e-05	4.552124	2.283406	1.0012883	530354691	SPOCD1	SPOC domain containing 1
ILMN_1653496	2.15e-04	3.15e-05	4.536423	2.283283	0.8009642	742068539	GLUL	glutamate-ammonia ligase
ILMN_1780937	1.77e-04	2.48e-05	-4.605641	2.282703	-0.3405142	156151412	MUS81	MUS81 structure-specific endonuclease subunit
ILMN_1730639	1.77e-04	2.48e-05	4.60613	2.281723	0.5851033	166197672	SLC22A15	solute carrier family 22 member 15
ILMN_1797776	2.10e-04	3.08e-05	-4.543634	2.281564	-1.1790531	645065994	PRSS23	protease, serine 23
ILMN_1775085	2.13e-04	3.11e-05	-4.54013	2.28108	-0.6983454	1004170644	ZNF232	zinc finger protein 232
ILMN_1813338	1.86e-04	2.63e-05	-4.588813	2.280845	-0.8212773	167614499	LAG3	lymphocyte activating 3
ILMN_1711490	1.93e-04	2.76e-05	4.575257	2.279768	0.5182313	208431709	ARHGAP26	Rho GTPase activating protein 26
ILMN_1750052	2.02e-04	2.92e-05	-4.558871	2.277284	-0.5722541	634743252	NOP14	NOP14 nucleolar protein
ILMN_1765860	1.65e-04	2.28e-05	-4.630453	2.269249	-0.2453094	145699122	DOCK11	dedicator of cytokinesis 11
ILMN_1796094	1.65e-04	2.28e-05	4.630844	2.268735	0.5752374	188536061	CD36	CD36 molecule
ILMN_1706217	1.70e-04	2.37e-05	4.619169	2.266573	0.6398459	373432600	TLR4	toll like receptor 4
ILMN_1665423	1.65e-04	2.29e-05	-4.629415	2.264174	-0.2395761	308081956	ZFP91	ZFP91 zinc finger protein
ILMN_1795407	2.19e-04	3.24e-05	-4.529001	2.262603	-0.7572779	90669510	CRYZL1	crystallin zeta like 1
ILMN_2372379	1.99e-04	2.86e-05	-4.564361	2.252745	-0.4041394	256017158	MGA	MGA, MAX dimerization protein
ILMN_1727041	1.67e-04	2.31e-05	-4.625946	2.251844	-0.2833334	253970497	EWSR1	EWS RNA binding protein 1
ILMN_2082209	1.94e-04	2.78e-05	-4.573501	2.250574	-0.7455286	149408142	TOX2	TOX high mobility group box family member 2
ILMN_1795822	1.75e-04	2.46e-05	-4.608795	2.250075	-0.4206751	1021589250	DIS3L	DIS3 like exosome 3'-5' exoribonuclease
ILMN_1755391	1.69e-04	2.34e-05	-4.622712	2.248635	-0.367381	42794776	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
ILMN_2336595	1.69e-04	2.35e-05	4.621513	2.247893	0.4551735	253970488	ACSS2	acyl-CoA synthetase short-chain family member 2
ILMN_2283388	1.68e-04	2.33e-05	4.623989	2.247661	0.4825968	313747550	C20orf24	chromosome 20 open reading frame 24
ILMN_1728710	1.77e-04	2.48e-05	-4.605789	2.244899	-0.4773171	320461552	ZNF816	zinc finger protein 816
ILMN_2234229	1.84e-04	2.60e-05	-4.592155	2.236164	-0.3538222	227908866	PRMT6	protein arginine methyltransferase 6
ILMN_1737947	1.69e-04	2.36e-05	-4.620716	2.234787	-0.4450861	195539322	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
ILMN_2217935	1.80e-04	2.53e-05	-4.599859	2.231111	-0.3711043	325296982	RFC1	replication factor C subunit 1
ILMN_1677814	1.73e-04	2.41e-05	4.614449	2.229377	0.7194186	221316554	ABCC3	ATP binding cassette subfamily C member 3
ILMN_1802457	1.78e-04	2.50e-05	4.603801	2.229334	0.6051441	402794178	MAX	MYC associated factor X
ILMN_1674926	2.14e-04	3.15e-05	4.537129	2.225363	0.9498421	221139819	C19orf35	chromosome 19 open reading frame 35
ILMN_2143148	1.72e-04	2.40e-05	-4.615193	2.216403	-0.2314487	17738309	TM2D1	TM2 domain containing 1
ILMN_1652787	1.77e-04	2.49e-05	4.605134	2.213289	0.8394388	45505138	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1
ILMN_1764494	1.71e-04	2.38e-05	-4.618056	2.212148	-0.3899241	382546008	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ILMN_2054213	1.77e-04	2.48e-05	-4.606451	2.209352	-0.3443379	283837901	MPHOSPH8	M-phase phosphoprotein 8
ILMN_2111229	2.15e-04	3.17e-05	-4.534989	2.20685	-0.7335093	387912545	TSPOAP1	TSPO associated protein 1
ILMN_1676718	2.29e-04	3.44e-05	4.511313	2.202014	0.7815038	336285461	ADGRE5	adhesion G protein-coupled receptor E5
ILMN_1676548	1.86e-04	2.65e-05	-4.587238	2.20178	-0.3709047	229577400	BZW2	basic leucine zipper and W2 domains 2
ILMN_1771689	2.19e-04	3.24e-05	-4.528571	2.201213	-0.5885229	301129153	EXD2	exonuclease 3'-5' domain containing 2
ILMN_1803036	2.09e-04	3.05e-05	-4.546328	2.198689	-0.4928439	110825987	TARBP1	TAR (HIV-1) RNA binding protein 1
ILMN_1803464	1.95e-04	2.79e-05	4.572076	2.190531	0.7080368	166197665	PHTF1	putative homeodomain transcription factor 1
ILMN_1680673	1.85e-04	2.62e-05	-4.590064	2.190505	-0.4240039	38570155	NT5DC1	5'-nucleotidase domain containing 1
ILMN_1688404	1.97e-04	2.82e-05	-4.568423	2.18885	-0.3776654	44890067	ZMYM4	zinc finger MYM-type containing 4
ILMN_1788810	2.08e-04	3.03e-05	-4.548401	2.186827	-0.3971949	291190307	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
ILMN_1678037	2.14e-04	3.13e-05	-4.538468	2.180443	-0.5575431	344179118	HIRIP3	HIRA interacting protein 3
ILMN_1723177	1.78e-04	2.50e-05	-4.603143	2.176584	-0.3111813	213385321	ANAPC5	anaphase promoting complex subunit 5
ILMN_1738093	2.36e-04	3.55e-05	-4.50158	2.171436	-0.689086	158186611	RNFT2	ring finger protein, transmembrane 2
ILMN_1804738	1.95e-04	2.79e-05	4.571947	2.167209	0.6463472	188219545	MEFV	Mediterranean fever
ILMN_1797318	1.95e-04	2.80e-05	-4.571347	2.164542	-0.2682512	499590601	HSPA14	heat shock protein family A (Hsp70) member 14
ILMN_2343105	2.04e-04	2.96e-05	-4.555045	2.164401	-0.4604795	171460940	LIPT1	lipoyltransferase 1
ILMN_2145997	1.97e-04	2.83e-05	-4.568061	2.159748	-0.6256904	1030311309	SP4	Sp4 transcription factor
ILMN_1776993	2.00e-04	2.87e-05	-4.563399	2.159579	-0.5166539	223029377	COG2	component of oligomeric golgi complex 2
ILMN_1694589	1.91e-04	2.73e-05	-4.578643	2.158203	-0.5303882	164607179	PAQR8	progestin and adipoQ receptor family member 8
ILMN_1682993	1.79e-04	2.52e-05	-4.601188	2.155604	-0.7628445	49574503	NKG7	natural killer cell granule protein 7
ILMN_1706376	1.82e-04	2.57e-05	-4.595776	2.155244	-0.2663625	34485728	OSBP	oxysterol binding protein
ILMN_1662192	2.36e-04	3.57e-05	-4.500137	2.150029	-0.8660419	390190223	ZNF248	zinc finger protein 248
ILMN_1663538	2.19e-04	3.25e-05	-4.52798	2.143802	-0.6980151	557948030	CLYBL	citrate lyase beta like
ILMN_1791006	2.42e-04	3.69e-05	-4.490868	2.143263	-1.1648355	199558961	AHI1	Abelson helper integration site 1
ILMN_1749287	2.13e-04	3.12e-05	4.539607	2.142279	0.7744284	318067953	TLR6	toll like receptor 6
ILMN_1741954	2.19e-04	3.25e-05	-4.527967	2.139712	-0.5150924	267844822	SMYD3	SET and MYND domain containing 3
ILMN_1694398	1.86e-04	2.64e-05	-4.588137	2.129955	-0.4382073	83656778	EIF3F	eukaryotic translation initiation factor 3 subunit F
ILMN_2289849	1.86e-04	2.64e-05	4.587871	2.12819	0.6489261	210031809	FCGR2A	Fc fragment of IgG receptor IIa
ILMN_1655195	1.95e-04	2.79e-05	-4.572397	2.125788	-0.5487328	NA		
ILMN_1688622	1.86e-04	2.65e-05	-4.587396	2.125108	-0.2949272	194328681	UBQLN1	ubiquilin 1
ILMN_1691418	2.39e-04	3.63e-05	-4.495615	2.123812	-0.6486855	NA		
ILMN_1678165	1.87e-04	2.66e-05	-4.585331	2.123496	-0.3533046	187936927	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
ILMN_1755364	1.87e-04	2.67e-05	-4.585179	2.120993	-0.3657538	324072795	RALA	RALA Ras like proto-oncogene A
ILMN_1802557	1.93e-04	2.76e-05	4.575363	2.120932	0.575214	300795334	HEBP1	heme binding protein 1
ILMN_1755024	2.17e-04	3.20e-05	-4.532257	2.120472	-0.435144	300863152	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon
ILMN_1685140	2.00e-04	2.88e-05	-4.562307	2.120323	-0.4068133	558472784	PRRC1	proline rich coiled-coil 1
ILMN_1685057	1.95e-04	2.79e-05	4.571546	2.118325	0.8112879	24497489	SLC22A4	solute carrier family 22 member 4
ILMN_1765941	2.10e-04	3.06e-05	4.54524	2.117024	0.9508919	229093086	ADGRG3	adhesion G protein-coupled receptor G3
ILMN_1678504	1.87e-04	2.67e-05	4.585069	2.116399	0.3574154	570700823	RHOT1	ras homolog family member T1
ILMN_1678934	2.45e-04	3.75e-05	-4.486371	2.113885	-0.7811984	544346152	POLR1E	RNA polymerase I subunit E
ILMN_2338480	1.95e-04	2.80e-05	4.570659	2.110884	0.405692	570700823	RHOT1	ras homolog family member T1
ILMN_1689445	1.95e-04	2.78e-05	-4.572837	2.109149	-0.3249361	523425727	POLR2H	RNA polymerase II subunit H
ILMN_1733666	1.93e-04	2.76e-05	4.575609	2.107017	0.325868	914101234	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6
ILMN_1698164	2.47e-04	3.78e-05	4.483398	2.100574	1.4368699	NA		
ILMN_2239754	1.97e-04	2.83e-05	4.568153	2.097959	1.234043	576795860	IFIT3	interferon induced protein with tetratricopeptide repeats 3
ILMN_1745271	2.31e-04	3.46e-05	4.509248	2.095758	0.6121662	56699483	EXOSC4	exosome component 4
ILMN_1683146	1.92e-04	2.74e-05	4.577392	2.090811	0.5035546	56682958	FTH1	ferritin heavy chain 1
ILMN_1724052	2.57e-04	3.95e-05	-4.470864	2.078496	-0.8272507	NA		
ILMN_2067682	2.50e-04	3.84e-05	-4.478818	2.077326	-1.0488195	NA		
ILMN_1659364	2.17e-04	3.19e-05	-4.533	2.0753	-0.3159993	332164784	RFC5	replication factor C subunit 5
ILMN_2334693	1.95e-04	2.78e-05	4.572687	2.07501	0.4705764	134284355	NARF	nuclear prelamin A recognition factor
ILMN_1654032	2.17e-04	3.20e-05	4.532089	2.074457	0.5101719	425876794	ZER1	zyg-11 related cell cycle regulator
ILMN_1768293	2.15e-04	3.15e-05	-4.536726	2.071928	-0.3482029	509155834	NUP155	nucleoporin 155
ILMN_1786852	2.36e-04	3.55e-05	-4.501646	2.071047	-0.4541743	55769555	ZCCHC3	zinc finger CCHC-type containing 3
ILMN_2043816	2.02e-04	2.91e-05	-4.559818	2.068651	-0.3982604	966209637	ARPC5L	actin related protein 2/3 complex subunit 5 like
ILMN_2083567	2.58e-04	3.99e-05	-4.468123	2.063186	-0.5810976	573014799	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
ILMN_1750029	2.19e-04	3.23e-05	-4.529184	2.060942	-0.4014355	163644305	GABPA	GA binding protein transcription factor alpha subunit
ILMN_1651490	2.60e-04	4.01e-05	4.46617	2.059742	1.1235072	189339189	CYP26A1	cytochrome P450 family 26 subfamily A member 1
ILMN_1658995	2.08e-04	3.03e-05	4.54769	2.058977	0.5189071	81295403	ACOT9	acyl-CoA thioesterase 9
ILMN_1713505	2.07e-04	3.00e-05	-4.550901	2.050447	-0.4016247	255652943	NPC1	NPC intracellular cholesterol transporter 1
ILMN_2400352	2.64e-04	4.10e-05	-4.459706	2.04622	-0.8895441	NA		
ILMN_1655734	2.15e-04	3.16e-05	-4.535937	2.045834	-0.3451242	145275209	RPF1	ribosome production factor 1 homolog
ILMN_1782688	2.64e-04	4.11e-05	-4.459534	2.042811	-0.7986877	153792147	THNSL1	threonine synthase like 1
ILMN_2064917	2.05e-04	2.96e-05	-4.554724	2.041334	-0.2585786	307078151	AGGF1	angiogenic factor with G-patch and FHA domains 1
ILMN_2082314	2.02e-04	2.91e-05	4.560079	2.040761	0.4632826	209180445	TOM1	target of myb1 membrane trafficking protein
ILMN_1798395	2.45e-04	3.73e-05	-4.487273	2.037924	-0.4409045	110224468	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
ILMN_1792689	2.01e-04	2.90e-05	4.560333	2.03569	0.5100498	21396481	HIST1H2AC	histone cluster 1, H2ac
ILMN_1682288	2.17e-04	3.20e-05	-4.532331	2.033763	-0.5874146	NA		
ILMN_1658464	2.02e-04	2.92e-05	-4.559045	2.033371	-0.4654311	166063994	GTF3A	general transcription factor IIIA
ILMN_1773066	2.17e-04	3.19e-05	-4.533126	2.032606	-0.3380691	955471918	CDKN2AIP	CDKN2A interacting protein
ILMN_1659077	2.58e-04	3.98e-05	-4.468361	2.031503	-0.9105566	58331233	CD40LG	CD40 ligand
ILMN_2409395	2.56e-04	3.94e-05	-4.471863	2.02835	-0.7304858	61676092	CCNC	cyclin C
ILMN_2372974	2.08e-04	3.02e-05	4.549022	2.028218	0.6085732	91105786	SIRPA	signal regulatory protein alpha
ILMN_1665559	2.23e-04	3.32e-05	-4.521093	2.02724	-0.3198255	589811554	CDK2	cyclin dependent kinase 2
ILMN_1677793	2.58e-04	3.97e-05	-4.4691	2.025193	-1.2787459	325197204	P2RX5	purinergic receptor P2X 5
ILMN_1751072	2.08e-04	3.03e-05	-4.547558	2.024582	-0.4137898	284795265	SRPRB	SRP receptor beta subunit
ILMN_1709820	2.05e-04	2.97e-05	4.553852	2.019155	0.4411965	294610663	AOAH	acyloxyacyl hydrolase
ILMN_1729237	2.13e-04	3.11e-05	4.54045	2.016312	0.4778611	49574501	CYB5R1	cytochrome b5 reductase 1
ILMN_1796106	2.35e-04	3.55e-05	4.50235	2.016025	0.4434819	237512967	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
ILMN_1653652	2.05e-04	2.97e-05	4.5538	2.015557	0.3199432	392494076	PTPRC	protein tyrosine phosphatase, receptor type C
ILMN_1740197	2.42e-04	3.68e-05	-4.4914	2.012937	-0.495363	221307569	ZNF234	zinc finger protein 234
ILMN_1689110	2.72e-04	4.25e-05	-4.449325	2.012931	-0.6150188	442796430	NOB1	NIN1/PSMD8 binding protein 1 homolog
ILMN_2054725	2.34e-04	3.52e-05	-4.504339	2.012318	-0.3729285	1003701498	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
ILMN_2116661	2.09e-04	3.05e-05	-4.546025	2.01029	-0.2970525	345478660	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2
ILMN_2121282	2.10e-04	3.07e-05	-4.544489	2.00946	-0.3715911	186928836	MRPS18B	mitochondrial ribosomal protein S18B
ILMN_1654262	2.09e-04	3.05e-05	-4.546087	2.008995	-0.3690939	291219896	ZMAT3	zinc finger matrin-type 3
ILMN_2376204	2.06e-04	2.98e-05	-4.552451	2.008618	-0.3786813	4505034	LTB	lymphotoxin beta
ILMN_2370208	2.14e-04	3.15e-05	4.537182	2.006116	0.3793549	NA		
ILMN_1674411	2.48e-04	3.79e-05	-4.482947	2.005613	-0.4924568	557878729	CKAP2	cytoskeleton associated protein 2
ILMN_1706779	2.36e-04	3.56e-05	-4.501252	2.001998	-0.4664361	574274668	LIG1	DNA ligase 1
ILMN_1705991	2.22e-04	3.30e-05	-4.522969	1.999852	-0.4876674	300360484	GUSBP2	glucuronidase, beta pseudogene 2
ILMN_2336609	2.10e-04	3.06e-05	-4.544748	1.991654	-0.7806045	575768761	SYTL2	synaptotagmin like 2
ILMN_1734312	2.29e-04	3.44e-05	-4.511434	1.988646	-0.4531339	54607052	GCN1	GCN1, eIF2 alpha kinase activator homolog
ILMN_2232177	2.09e-04	3.04e-05	4.546959	1.987813	0.4864308	194097348	ACTN1	actinin alpha 1
ILMN_1664610	1.95e-04	2.80e-05	-4.570658	1.986888	-0.2795717	NA		
ILMN_2246956	2.11e-04	3.08e-05	-4.543265	1.984785	-0.5765754	72198188	BCL2	BCL2, apoptosis regulator
ILMN_1732776	2.54e-04	3.90e-05	4.474228	1.982887	0.5122228	296040488	NUP98	nucleoporin 98
ILMN_1753639	2.46e-04	3.77e-05	-4.484731	1.981073	-0.5337288	47132621	MTAP	methylthioadenosine phosphorylase
ILMN_1780601	2.43e-04	3.70e-05	4.490217	1.980973	0.8226106	372266074	ADGRE1	adhesion G protein-coupled receptor E1
ILMN_2369221	2.76e-04	4.33e-05	4.444202	1.98062	1.32122	NA		
ILMN_2395711	2.22e-04	3.30e-05	4.522892	1.978855	0.4900633	39812054	ARRB2	arrestin beta 2
ILMN_1686920	2.60e-04	4.02e-05	-4.466065	1.977604	-0.7392786	815930040	CCDC58	coiled-coil domain containing 58
ILMN_1792173	2.36e-04	3.56e-05	-4.501155	1.976608	-0.3599712	823271012	TUBGCP4	tubulin gamma complex associated protein 4
ILMN_1777745	2.28e-04	3.42e-05	-4.512719	1.97483	-0.3638978	568384763	FAM133B	family with sequence similarity 133 member B
ILMN_2388272	2.68e-04	4.16e-05	-4.455449	1.974624	-0.5748413	119220576	MED24	mediator complex subunit 24
ILMN_1788742	2.04e-04	2.95e-05	-4.556071	1.972014	-0.5072839	NA		
ILMN_1694219	2.45e-04	3.74e-05	4.486546	1.971506	0.4333331	187761372	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
ILMN_1691843	2.14e-04	3.15e-05	-4.537014	1.970914	-0.2942507	557636733	RNPS1	RNA binding protein with serine rich domain 1
ILMN_1680774	2.15e-04	3.15e-05	-4.536549	1.965217	-0.4808634	NA		
ILMN_1776337	2.48e-04	3.79e-05	-4.482959	1.963629	-0.4304909	221316565	CHORDC1	cysteine and histidine rich domain containing 1
ILMN_1729417	2.29e-04	3.43e-05	-4.511999	1.963072	-0.3258371	298566309	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
